img_id;Sample;Image;Name;Image Name;expo_id;Country;Group;Class;Class Description;Granular Location - Map;Palace Gallery Section;Palace Gallery Section Name;Area;Locale Type;Critical Theme;Topical Theme;People;Animal;Animal Type;Plant;Plant Type;Sound;Sound Type;Prize;Prize Type;Material;Creator;Image Framing;Image Materiality;Glass Plate;Text-in-Frame;Text-in-Image;Associated Excerpt(s);Excerpt Image ;Excerpted Source(s);Source File(s);Associated Image(s);Links;Comments;Medium;Author;Approx Orig Resolution;Collection
1106;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/9SQBKSxe2kTZq0fAThmgFw/o2uQRZNabATd14OIKS95oYzjtdVJdQpRSqzI_ceGHln64Il69At98qTXn8QtYWhz-JRzSGnyPN7AubTkDaddGK9t4Mk7QmoES46Ei0g2-KatdnQbiR6TGJHO2T0T-Hr7y7G-OzKbp41eYZCqQy8t7A/Xa4MpXpSBscxK7XyKSJpxVGpOBbHkUwBl8tRPjzmtzY);601 - Don Pedro, empereur du Brésil.;Don Pedro;601;Brasil;;;;;;;Park;;Political Aesthetics,Imagined Community;Public Figure,Monument,Sculpture,Person - Represented,Animal,Animal - Represented;checked;checked;Horse;;;;;;;Mineral;;;Albumen Print;;Don Pedro, empereur du Brésil.;;;;;;;;;Architecture, Sculpture;Leon & Levy;8000x4001;Bibliotheque National de France
1099;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/PSPMSXmNcpIgSyGZIey3Ow/R8nCgoxVyg_iSiXMh4ZjIKNttraStdBRSwaMPo5_238zUvMEBx3YkhyLiqt_J7v3xLr_RCAmYchPYxycUpdwLUoaFnC5RtOCg56FX2HY5WWS3QYJmkNqPfnJaCgSfnNgaLvdSfDs_8h8240LliXMfg/SEplpvChzf2lnBoXm62pmAgjtKNtcTILMwmX7aq9cFA);524 - Distribution des Récompenses - Groupe 10, Enseignement (2);Education Group Prize Winners;524;Japan;Group 10. Articles Exhibited with the Special Object of Improving the Physical and Moral Condition of the People.;Class 92. Specimens of the Clothing worn by the People of different Countries.;Class 92. (Palace Gallery IV.) Specimens of Popular Costumes of Different Countries. Methodical collection of costumes of both sexes, for all ages, and for pursuits the most characteristic of each country. Note. Choice should be made of costumes best adapted to the respective climate, profession, and peculiar tastes of each people, and which in these respects are most in harmony in each country with national traditions. These costumes will be exhibited, as far as possible, on lay-figures.;;Central Garden;Jardin Central;Palace;Awards Ceremony;Political Aesthetics,Exotica,Imagined Community;Clothing,Person - Represented,Tradition,Textile;checked;;;;;;;checked;;Textile;;;Albumen Print;;Distribution des Récompenses - Groupe 10, Enseignement (2);;;;Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris : Dentu, 1867. Internet Archive, http://archive.org/details/gri_catalogueoff00expo. ;"""Exposition universelle de 1867 à Paris. Jury international. Catalogue officiel des exposants récompensés par le Jury international. Paris , E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/7ZieM_liVn-JccbylzofsA/piKYQnEAQU_QLDORIGiTvjMC_r1WiewRH2Ck7qoV4ZggoEXC0LpThNYOrSCiAd5iadh6Q5d8MztnGwaKxEE32BY2c0oOxjYX1KFRa1cXwVaiC2i6J3-72-4ZX-LDTE8afA9OkSlhaS_WMhMrORa9sgCSNlbm_hRPSY67ywegpxuj0xz5L14R8ocFlCW4QQoY_ofV5IpaNFM9dSj-xw3GaodjLW57VAzF08q8bV_3UIqi4CyH4wLSUOc-I2A9L5TBGAffCIoSU-ojKHvgl_ikzypDgENg8KPnY2NrYVIp_L-ZycpvMPD4C2RLvAtZ26le/vq5v0I53X-v-IT8WyS40Y6ylC4x5Izd5dv7qPaxdgF4)""";;;Review Prize Catalogue for further information;Awards;Leon & Levy;8000x4047;Bibliotheque National de France
52;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/oaweNkriTyZapBpM9ca_bQ/KrLSc7pG_UDRgAmPljOSr7_fwrTQFbAbgOdXNB8dhDLEo9WH-jvcNKK0q9g7IbMWVDef7d5Li7aMq8WsyaBxQNxC-2FAx65ocOJYRDMer3npuMjH7QFh84v18ygVXINm2A9KBzTM_7g6yXuePOscxw/HxfzSYwZY5UISXCQxTTXWCAb2cFBHS7-khHOWwEPVt4);363. - Eléphant et son Palanquin;Elephant;363;Japan;Group 6. Apparatus and Processes used in the Common Arts.;;;;Palace Gallery 6;Galerie VI du Travail;Palace;Country Section;Ecocriticism,Exotica;Animal,Architecture,Industry,Animal - Represented,Animal - Stuffed,Wook Tool,Hunting;;checked;Elephant;;;;;;;Animal Product;;;Albumen Print;;Eléphant et son Palanquin;Japon;;;;;;;;Architecture,Animal;Leon & Levy;2000;Patrick Montgomery
250;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/QyCEb1WnqJEOhnT0FO-yzA/cqYyJwlAp_H3E4UA_2JWtFVMviZtcMcACBRvJZ4CmLPisawfET8vdbGi-ISCLHg23ICSlu8jGiLw7HrE1XRINw6C9b6CImN4bCRrrBKZQ1rbGovoFITKD_9BgIMLwv47XEi5jZNXdicoXkcEqPNiRg/SbiST0uP8rvA8jyMSuM07daMDBHxq8LV7DFiyNSKDaY);655 - Canon anglais;English Cannon;655;Great Britain;Group 6. Apparatus and Processes used in the Common Arts.;Class 66a. War Material.;Class 66a. War Material.;;Palace Gallery 6;Galerie VI du Travail;Palace;Country Section;Political Aesthetics;Industry,Weapon,War,Machinery;;;;;;;;;;;;;Albumen Print;;Canon anglais;;;;"Norton, Charles B. (Charles Benjamin), and William J. Valentine. Report to the Government of the United States on the Munitions of War : Exhibited at the Paris Universal Exhibition, 1867. With Eighty Illustrations. New York : Office of Army and Navy journal, 1868. Internet Archive, http://archive.org/details/reporttogovernm00valegoog.

Exposition universelle de 1867 à Paris. Section britannique and Spottiswoode & Co. Catalogue of the British Section : Containing a List of the Exhibitors of the United Kingdom and Its Colonies, and the Objects Which They Exhibit : In English, French, German, and Italian : With Statistical Introductions and an Appendix in Which Many of the Objects Exhibited Are More Fully Described. London : Printed for Her Britannic Majesty’s Commissioners and sold by Spottiswoode and Co., New-Street Square, 1867. Internet Archive, http://archive.org/details/catalogueofbriti00expo.
";"""Norton, Charles B., and William J. Valentine. Report to the Government of the United States on the Munitions of War  Exhibited at the Paris Universal Exhibition, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/2ClPRr4ZxpTLDt18ZjR_6Q/euex4webqjiHfYwpn2YIoRbFGH8sBJAR8xm0DVwFsONGRPWca3ESPVbO7MWfqba0oCraZNTzubskfmMgk59E3akMlBOXUHcc8PzAxanBlbFbE1Y1mqvuIHG_B_rnFCTquZiGc-fSHRtu8Kk_CcvtVme1r7fhw9nBU_sFX8UAyxawGbXov4Frt8z_l9IpvWd3fbXAdaovqTJpo5vA_O9_JkouInarfD78-t48W8vT8JrZdI0sdRgFT0OsobABeJlxhIKvm8xbbo8GErYq3QtSvsnNS4TTtqrzkoui_0X8SNI1EisnkmfatlGn2pkwiqFlXLwGElg9WKC3NWKVQWMcLg/jL6JUzjOs_kTJEYlnPx1sIDbNL0meIeWan3PJzpFnBc)""";;;"Add PDF of Catalogue of British Section; check prize information; identify cannon?";Armory;Leon & Levy;1050;Archives Nationales de France
1090;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/E6cmWMnT9kv1Xr6t6LfKPw/H0hLngoRwdvILKmqIMHmXY48FqUbJJ02vIsDnsQQG9TsAxnRAe64utIZp4zEMxABBpp98ubwh2vrmPQZLBH9N5rgxb-C7575Sqxm2Ncz3-TBVWpyeo_O6D867G9d0ioPfvbFWHA0RFf9DV1eScO1eA/5xfBlnkVJxAqjnTxGN3FgXS3aqiWSNz3S2sLeC_Hj8M);414 - La Photographie, Section Anglaise;English Photography;414;Great Britain;Group 2. Apparatus and Application of the Liberal Arts.;Class 9. Photographic Proofs and Apparatus.;"Class 9. (Palace Gallery 2.) Proofs and Apparatus of Photography. Photography on paper, glass, wood, stuffs, enamel; heliographic engravings, lithographic proofs, photographic stereotypes, stereoscopes and stereoscopic proofs; specimens obtained by amplification; instruments, tools, and materials for photography; materials and apparatus for photographic workshops.";;Palace Gallery 2;Galerie II des Arts Libéraux;Palace;Country Section;Visual Culture;Photography;;;;;;;;;;Paper;;;Albumen Print;;La Photographie, Section Anglaise;Phidias;;;;;;;Double check Material - Paper?;Crystal, Paintings, Photographs;Leon & Levy;8000x4039;Bibliotheque National de France
889;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/xhQ-d6058HtHuqq_FPXQnw/Jql483Uz71_PxQYpdJiFAuiw93UDOOj23MoJ0LkMycBkJEBGAhoGsrTE5-zCnjdmZx-0L1wNEM-u3b1cRW-IWXqSwGLHnRldcBvD8tCshRGl8APMe2VBkq3Pb40ObFggtQ-rCuoPvaplVne5X7mbJw/vSv8_xVlmJ0gdaMKlvQd7VqBVAHlvG1Ev6meMeyfD_M);233. - Galerie du Travail, Section de Finlande.;Finnish Furs and Wood;233;Finland;"""Group 5. Products (Raw and Manufactured) of Mining Industry, Forestry, &c.""";"Class 41. Products of the Cultivation of Forests and of the Trades appertaining thereto.,""Class 42. Products of Shooting and Fishing, and Products of the Earth obtained without Cultivation.""";;;Palace Gallery 5;Galerie V des Matières premières;Palace;Country Section;Anthropization,Extractivism,Coloniality,Ecocriticism;Animal,Animal Product,Plant,Plant - Represented,Animal - Represented,Animal - Skinned,Industry,Raw Material,Wood Product,Hunting;;checked;Fox;checked;Tree,Crop;;;;;Fur,Wood,Animal Product,Animal Fibre,Plant-Based Material;;;Albumen Print;;Galerie du Travail, Section de Finlande.;Rue de Russie;;;;;;;To do: review Prize Catalogue;;;2000x1000;Archives Nationales
1078;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/yD3zM9eLkNJ_vnnCP7In9w/K10Yc8v6WIeELAxOeVyppm6RJ8j7pyyQPoiNFy5-B05cliU6DV1NlAToAID3p7__TVW9Mef1kZhIcJZSWTxjeDpKqEZZENP5ibD1QPUm95ptsWYEu_OqDPOqzPl6kM_BTk373i0WG-4wr0r--sB06Q/MiFe6oqDB4uh8oq6eRQPFFvCVrRmgIMJ_5GZ0Kxx5Us);301. - Photographie, Section Française.;French Photography;301;France;Group 2. Apparatus and Application of the Liberal Arts.;Class 9. Photographic Proofs and Apparatus.;"Class 9. (Palace Gallery 2.) Proofs and Apparatus of Photography. Photography on paper, glass, wood, stuffs, enamel; heliographic engravings, lithographic proofs, photographic stereotypes, stereoscopes and stereoscopic proofs; specimens obtained by amplification; instruments, tools, and materials for photography; materials and apparatus for photographic workshops.";;Palace Gallery 2;Galerie II des Arts Libéraux;Palace;Country Section;Visual Culture,Consumerism;Photography;;;;;;;;;;Paper;;;Albumen Print;;Photographie, Section Française.;;;;;;;;Double check Material - Paper?;Photographs;Leon & Levy;8000x4027;Bibliotheque National de France
364;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/lBS5CxE-gXOIninNNkO96g/T255mrejT-nC9ANIa7sYbe1J2PqO2bk1mepthAbu9lS0LlKWu4ED8bcTvKs3bf4sZAUXUV4qWc3dG7QFRlZTE55oY7l5ZjkbhGmvJnhVNzGQbCJb9aKDI8S7znZxNqyZqgruqni1DWLxxb2CJ02i2Q/kKSTJLHwLjq7ujJfAPbi2GNLY5OQoE1J6jrRAEYzneo);383 - Parc Français Cascade (N. 2).;French Waterfall;383;France;;;;;;;Park;Water Feature;Ecocriticism,Anthropization,Hyperreality;Water,Landscaping;;;;;;checked;Falling Water;;;;;;Albumen Print;;Parc Français Cascade (N. 2);;;;;;;;;;;;Tekniska museet
1013;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/PshNloeSbDuck_k04Q1n7Q/Him2t4PULMmkc1pieLMOjgNXdn3DVmrtDwiYAoiUikQ-zPOSR2clPCDu3bpSDkVyRCz3DrqHwgsxyY4kACaGQ4cDM9u4YVAVYAa0w71rPB2mi4nshQrHPsmaUZrbAgh9Z9iwenEc-ZJO-Od7MdXNaQ/e62j-Eihqq6G643FCnQo24T73F0Jno-PW0Z1S7SYZ0o);481 - Ganymède, par Fantacchiotti.;Ganymede by Fantacchiotti;481;Italy;Group 1. Works of Art.;Class 3. Sculpture and Dye-Sinking.;Class 3. (Palace Gallery 1.) Sculptures and Engravings on Medals. Spherical, embossing, sculptured bas-reliefs, sculptures reponsées, pressed and chiselled, medals, cameos, engraved stones, chemical engravings.;;Palace Gallery 1;Galerie I des Oeuvres d'Art;Palace;Country Section;Ecocriticism,Gender - Masculinity;Animal,Animal - Represented,Sculpture,Mythology,Bird - Represented;;checked;Eagle,Bird;;;;;;;Marble;"Sculptor
Odoardo Fantacchiotti";;Albumen Print;;Ganymède, par Fantacchiotti.;;"Artist: Fantacchiotti (Édouard).
From: Florence.
Statues displayed:
Eve (statue in marble);
La Fidélité (small group in marble);
Ganimède (group in marble).";image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/9CiHpZHfTCeQ0oGRNrjrPg/uqsbV_f1_OpQDO6J0Lxv8ktpua51Y3AYAXw0a3CE4B-Gp3zNRxjjBjgN4NTLETtUHAaWyyEAxwD9ecPjH7_qFvWPvB0oYPFqy8gfGtvxVhEWPX7yMupi0UUOnlU6vF5-andmFIHXBMLKYoqQyFCzbQ/n1GMjFOyLNRqdULsH0SrPZ0Hfq44Yuz6jHzxXqTzKHk);"Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867. Internet Archive, http://archive.org/details/expositionuniver00expo_2.
Page 206.";"""Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/xt2WQCXSpnmRyg8Q9p4HZw/WcTw6QzSsA4PIYwXbHZywAFEIzU1aVEKG4FzO-ikdVG9tjBOOMiEaJAmyYo3fHHzFNUslj_jQBK1voob8IEMs2IbOvFx2_meQIUYxNiqCr5X1Y5MYhqmfO3e0myqjViVm44HN8Lqd6qcOM4Cl6ZHYFyfi4UIZQT3nvernBQnJiZXmW2lWHIMWNVsR5Am-8_DtTj2GIr2o__l5XT2y0xGoVon8xgp9mzzYAqDWvElRReDFGZY_6nmUtvfr207D1Xa8B8vyyh-xfQQP5zGb839C7OY3yGSf1JrEhx_qQQk9RKY6HOnDjAePaA5KZnTUI-ejMFZ1psfpTZNHhlh2D7eaQ/kVWAc5lcRoqIJ6DvJfYb6NIPMdX5trCsuR9aOeSqUN0)""";;"https://en.wikipedia.org/wiki/Odoardo_Fantacchiotti

https://en.wikipedia.org/wiki/Ganymede_(mythology)";;;;;Smithsonian Institute
661;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/9cwsjQKkQgUBB33QstjK1Q/EeP3TkuSrZFUUYHaNf6N_jQX6I4jheFPGF1GYOlFjHMz95IPBo2cMtEzul8cO-xYBNgI_-crXGxF42oQmyGVIBzKS9ecox3QpVkrBmr3aqcC_fqznDa4_4NFXXJcsa6LSyrxtzHgketWwYyWi6PtWw/OuKsyDd9LIqvVyAO4jTc5krEJxB-dbXVlqWFJ6nsw2Y);332. - Volières dans le Jardin d'Horticulture.;Garden Aviaries;322;;;;;;;;Park;Reserved Garden,Horticultural Garden;Anthropization,Ecocriticism,Exotica;Animal,Animal Cage,Animal Product,Exterior Decor,Animal - Living,Bird - Living;;checked;Bird;;;checked;Birds;;;Animal Product,Metal;;;Albumen Print;;Volières dans le Jardin d'Horticulture.;;;;;;;;"Confirm location and location name; find associated excerpts";;;2000x1000;Archives Nationales
1108;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/zS0-qzr8YLjyWZJgQGDJGg/R0FtGI8_AreE9l47clrMyekse_TXVCa_dq30RgikfRnB8L9-rBMWsH5JpbRJHKx3ENG-0IkXSnNfDao9_bAZ26lNs09r3s4ybykOT5MrWkXf38D8HSDJ3wP7LeM0586BCkqbW1Wi00E7es8zN9VBNQ/VwVBlUYb9TXRyXgNGsoln8ozwu_iPDa1Q27a2YzS7YM);622 - Vue générale du Parc, prise du Cercle international;General View of the Park;622;;;;;;;;Park;;Visual Culture;Architecture,Landscaping;;;;;;;;;;;;General View;Albumen Print;;Vue générale du Parc, prise du Cercle international;;"Visitor Andrew Spedon, from Toronto, Canada, on the Lack of a Comprehensive View:
There are 15 entrances to the grounds of the building, and 16 doors to the building itself. The French and English departments are by far the largest. The design throughout is ingenious and economical, as it combines convenience, regularity and accommodation in as small a space as possible, the only deficiency being in a lack of a prospective or comprehensive view. (Spedon 191)
";;"Spedon, Andrew Learmont. Sketches of a Tour from Canada to Paris, by Way of the British Isles, during the Summer of 1867. A.L. Spedon, 1868. HathiTrust, https://catalog.hathitrust.org/Record/100255181.
";"""Spedon, Andrew Learmont. Sketches of a Tour from Canada to Paris, by Way of the British Isles, during the Summer of 1867. A.L. Spedon, 1868..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/PMRPi0EZln0TqR3rjLamvA/ddJBvBkESjejCtXK7YyYAblvbnJDhOirICNYjuu5dbFeHaHB8tBsA-jhrRH_6MNqW41Pe53IU43BGoTarLxOeI2gzwxGJFTtf3Jr3Zl02tKd1-q7WQIvSlGcmIUItm3_0ak5IaZWlGJhraZfvT5ThPAJzZGTJX_XdcsHn_aHNAVWf5wjN5R-iQEeAjL9IRKq12FemIx5z0F2RAFs37wHhv987uNHnKMap5q3RR-4jUhFk8hLFOdIL1TUaA7nnXtNut2AWszflH9Iti6-gs4BVJG-jOSLY2OU-Ncc78Fiy7s/kl5B_m4uG1cTQOpc6M2Vesyi5KdwcA1CX9dSoPG3whA)""";;;Add additional quotes and sources;Architecture, Landscape, Expo;Leon & Levy;8000x4001;Bibliotheque National de France
649;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/-Co_EzBcu5LHB651efz4gQ/SyPklZydrv6NVXGzbAKJnoBfKtEoNJK7FO09h7WZNB_fmSIhyBxibtnoNfc3CH77WVagmk2ID8VKHCtg4kGkO_jKklf_dRe2Uo7m-mSQFjKZvM93knF1T0zlBEBzCVIL6JPB0gxJjwYvG9mdBXeVTg/EBEbyUNbJj-3pmRKY4IzUncsSyMCFsxCIrb9DXFxAPw);421 - Intérieur de la Grande Serre.;Greenhouse Interior;421;;Group 9. Plants and Specimens of Horticultural Works.;Class 83. Hot-houses and Horticultural Apparatus.,Class 88. Hot-house Plants.,Class 84. Flowers and Ornamental Plants.;"Class 83. (Park.) Hot-houses and Horticultural Materials. Tools for gardeners, nurserymen, and horticulturists; apparatus for watering and for dressing grass plots, &c. Large hot-houses and their accessories; small green-houses for apartments and for windows; aquariums for aquatic plants; water jets and other apparatus for ornamenting gardens

Class 84. (Park.) Flowers and Ornamental Plants. Species of plants and specimens of cultivation representing the characteristic types of garden and house plants of every country.

Class 88. (Park.) Hot-house Plants. Specimens of the culture of various countries, with a view to utility and ornament.";;;;Park;Reserved Garden,Greenhouse;Anthropization,Ecocriticism,Exotica;Architecture,Glass,Landscaping,Plant,Exterior Decor;;;;checked;Tropical,Ornamental,Palm Tree,Lawn;;;;;Plant-Based Material,Glass,Metal;;;Albumen Print;;Intérieur de la Grande Serre.;;;;;;;;Confirm location and location name;;;2000x1000;Archives Nationales
1100;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/gks7RY8kyvZ5_if-mnZI7g/DWZ-6lT140xdTad_pBBk5YMq_VtfuV11RgSFzX3QItq47hF9xrTcMDxgf0czHS26RGO94WBnQgw-89TwwPW7A-wvr91uewEQiAjgtCnP5vcYrI_UVFDixd4ZJ_P4rw1mPKPEjfsgexL-inuO3ueAUQ/JDp4fB-keA1Z_v8_EWdaiGglB2WxBvf5mmJcme4TI8o);544 - Intérieur du Pavillon Impérial - Projet de MM. Duval, tapissiers.;Imperial Pavillion Orchids;544;France;Group 3. Furniture and Other Objects for the Use of Dwellings.,Group 9. Plants and Specimens of Horticultural Works.;"""Class 18. Carpets, Tapestry, and other Stuffs for Furniture."",Class 84. Flowers and Ornamental Plants.,Class 15. Upholstery and Decorative Work.";"Class 15. (Palace Gallery 3.) Upholstery and Decorative Work. Bedding, covered seats, canopies, curtains, hangings in tapestry and in stuffs; furniture and decorative objects in rich stone and other valuable materials; decorations moulded in paste, in plaster, in pasteboard; decorative painting, frames, furniture; decorative ornaments for religious service.

Class 18. (Palace Gallery 3.) Carpets, Hangings, and other furniture tissues. Carpets, Wilton carpets, velvet tapestries; carpets of felt, of cloth, of clippings of wool, silk, or floss silk, of mat-weed, of India-rubber; furniture tissues of cotton, wool, silk, hair, vegetable leather, moleskin, leather hangings and coverings, oil-cloths, &c.

Class 84. (Park.) Flowers and Ornamental Plants. Species of plants and specimens of cultivation representing the characteristic types of garden and house plants of every country.";;;;Park;Pavillion;Ecocriticism,Exotica;Plant,Imperial Commission,Interior Decor;;;;checked;Ornamental,Orchid,Houseplant,Tropical;;;;;Plant-Based Material,Textile;MM. Duval, tapissier;;Albumen Print;;Intérieur du Pavillon Impérial - Projet de MM. Duval, tapissiers.;;;;;;;;;Interior;Leon & Levy;8000x4049;Bibliotheque National de France
151;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/hXuSVbobJWxCfvyPT4bcaQ/B44IHnxxW__7vB-dMoA_bMinKiS4w33kTpHFsWyEbLFa76TGYg7tXjJNFt7qzGpv235aqgpDQu9inFHVYB-YPv4wo3En9mOGwH9fcmWOVekzDGzsC6bHhlSoVj_6cInNB65Ms5TjTIa-PPLUIck43w/pXh0XFmtFpueNGvDNttS37d6LSyGqofddl4ju4wR_WA);406 - Beaux-Arts, Section Américaine (N. 2).;Indian Hunter by Ward;406;United States of America;Group 1. Works of Art.;Class 3. Sculpture and Dye-Sinking.;Class 3. (Palace Gallery 1.) Sculptures and Engravings on Medals. Spherical, embossing, sculptured bas-reliefs, sculptures reponsées, pressed and chiselled, medals, cameos, engraved stones, chemical engravings.;;Palace Gallery 1;Galerie I des Oeuvres d'Art;Palace;Country Section;Coloniality,Ecocriticism,Extractivism,Indigineity,Political Aesthetics;Animal,Famous Art,Monument,Person - Represented,Mythology,Sculpture,Animal - Represented,Hunting;checked;checked;Dog;;;;;;;;American Sculptor John Quincy Adams Ward;;Albumen Print;;Beaux-Arts, Section Américaine (N. 2).;;"Information from the Official Catalogue of Works of Art:
Artist: Ward (J.-Q.-A.), from New York. Title: The Indian Hunter and His Dog. Property of Central Park, New York.";image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/lZdslRE-RZDIpthfzdsFjw/I9-x21_z-79xF3l05VhADC_WmBRCclaNM42x155Rk1d8rcYKFNhb6-TunSD9zdnT0r2VAWxqRqYULl45bQ4nW3qZ1KWPL4skNP0hlUIm17NxDUZNp4_lEE5GcOHAaaqSdIz62ZPgbGyxbcUoW-67rw/kPkyZCw0dp7SiINiXDTTjHMU4CZgmEh-wODVPjNGKy4);"Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867. Internet Archive, http://archive.org/details/expositionuniver00expo_2.
Page 223.";"""Exposition universelle de 1867 à Paris. Commission impériale. Exposition Universelle de 1867 à Paris. Catalogue général, publié par la Commission impériale. Paris, E. Dentu, 1867..pdf (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/YzepZAerH-TrQajPTEVPcQ/3TXkUrEXJ8PN7XklVN4YqAesjvObbH_EaBn5njsdhFgimOSA5oGbvgN70cgeFXD1ahUIEn3-kAZyKzvkrw6wcOUjmeSm_BPjLxNGuD30Hv6hG5GDesiX7EW7WZuWfrHJas3-daxdtJQp31DZ9qOj9XgQR0n2sVZbJFkpRQYkizcDrj1o297nHf4F7sdnoywVleeuwMRuzLTkGH5Re-6fz1_F8I6pw_z4Z09QXOSwU5KwOmzRfaHvnJzdrpKfki-SPOgD1RidofPvLMQUVTDhng761B8K46W_IqPcaWP-tDVm0Zb5MgIacFPgNAn50g9CUYm3f1BXI_pCbO4ucrn0Og/L4u0xdoQr7chpLew-6r5ofj1jEGo11o40Ejx7slEWr8)""";;https://media.library.ohio.edu/digital/collection/mss/id/418;"To do: research - add descriptions: Morford? US catalogues and accounts; add information about statue in Central Park";Sculpture;Leon & Levy;1600;Archives Nationales de France
1107;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/pKql4X9-FqYFTkP1z2lTNw/DnOG4o2F-n7n0EHmXUr4XIAfMauf8J8rW5VghFxNhZiG_8cw1VSKow48xRcOX0EkowWeTwWDkLaO3yYI0IprUHelOYZEKORJ9DBfbLL3N9i9mkr9SKRMW_zHHE-FZNym40vYvPs-hd-XEyZD8PGfHA/g1Mjm5c0T3oFdyV58yszsvgKSDP0zrymf416j3NNJWw);615 - Pavillon Indien.;Indian Pavillion;615;India,British Colonies;;;;;;;Park;Pavillion;Coloniality,Ecocriticism,Political Aesthetics,Consumerism,Exotica;Industry,Animal Product,Architecture,Raw Material;;;;;;;;;;Wool,Animal Fibre;;;Albumen Print;;Pavillon Indien.;Cachemires;;;Exposition universelle de 1867 à Paris. Section britannique and Spottiswoode & Co. Catalogue of the British Section : Containing a List of the Exhibitors of the United Kingdom and Its Colonies, and the Objects Which They Exhibit : In English, French, German, and Italian : With Statistical Introductions and an Appendix in Which Many of the Objects Exhibited Are More Fully Described. London : Printed for Her Britannic Majesty’s Commissioners and sold by Spottiswoode and Co., New-Street Square, 1867. Internet Archive, http://archive.org/details/catalogueofbriti00expo.;;;;"cashmere; check British Catalogue for related info; check visitor accounts for info about Indian Pavillion and cashmere";Architecture, Landscape, Expo;Leon & Levy;8000x4001;Bibliotheque National de France
1101;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/NqOEqj7abZdzHdPzsgd7Fw/sPvhRpl0FfLTbyJFTfe7-H9LrQ7qErOuzf_5Zo6TOqrcXx0NKXgZxI0eXtjoyRFbl_5SJ4WTx9-d6wGaQL-gY34oAQdvcEeMc3jrLDwCX9a520-8X6U8r46OKGM7sLIIIw1rrBQkxTp8MCthT2rG9Q/Thdw8RUe0Pn4rOrADNU5VFRhYH5zIhG3lbuQMAhbm6Y);553 - Pavillon de Faïence Italien.;Italian Faïence;553;Italy;;;;;;;Park;Pavillion;Consumerism;Architecture,Interior Decor;;;;;;;;;;Mineral;;;Albumen Print;;Pavillon de Faïence Italien.;;;;;;;;;Architecture, Landscape, Expo;Leon & Levy;8000x4050;Bibliotheque National de France
21;yes;image.png (https://v5.airtableusercontent.com/v3/u/29/29/1718049600000/jOXYzK6XYezfX5CiRMDh7w/hiyaYbYFgUTKgHV53-oOrTqQKjMegAh6F_L06l4TNcVNuzCieIxLWvMHQ9iwG3LcvDw9GOiIRYCrQp3K6z8p0_PZCuUYkblwjpLlVS54fz091UVA1VoBxAQfQvRXt81KXaBgVBD7yLH90MkVKAoH7w/JVKQ45u2zkNkMDvR1YcYAB3AblNoKXIC7i--i4T9uuY);480 - Galerie du Travail, Section Japonaise;Japanese Labour Gallery;480;Japan;Group 6. Apparatus and Processes used in the Common Arts.;;;;Palace Gallery 6;Galerie VI du Travail;Palace;Country Section;Ecocriticism;Animal,Industry,Animal - Represented,Architecture;;checked;Elephant;;;;;;;;;;Albumen Print;;Galerie du Travail, Section Japonaise;;;;;;;;;Architecture,Animal;Leon & Levy;7100;François Brunet
